Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36.contigs__.RAST	k__Bacteria	2921	140	85	8	130	2	0	0	0	93.98	1.28
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85.contigs__.RAST	o__Clostridiales	304	250	143	5	241	4	0	0	0	97.32	1.25
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30.contigs__.RAST	k__Bacteria	433	274	183	28	241	5	0	0	0	86.39	1.66
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40.contigs__.RAST	p__Firmicutes	930	207	114	4	202	1	0	0	0	98.1	0.44
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.58.contigs__.RAST	k__Bacteria	5449	104	58	13	91	0	0	0	0	78.74	0.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16.contigs__.RAST	k__Bacteria	2993	143	89	27	112	4	0	0	0	77.2	2.88
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.67.contigs__.RAST	c__Gammaproteobacteria	119	544	284	31	506	7	0	0	0	93.27	1.54
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.79.contigs__.RAST	f__Rhodobacteraceae	46	654	332	139	468	44	3	0	0	79.51	7.81
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.23.contigs__.RAST	c__Gammaproteobacteria	119	544	284	92	407	44	1	0	0	87.1	7.8
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29.contigs__.RAST	f__Halobacteriaceae	40	417	263	28	362	27	0	0	0	91.46	7.08
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24.contigs__.RAST	o__Actinomycetales	488	310	185	20	277	13	0	0	0	92.58	4.75
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42.contigs__.RAST	s__algicola	33	496	263	68	410	18	0	0	0	86.65	2.89
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46.contigs__.RAST	k__Bacteria	924	163	110	12	149	2	0	0	0	90.91	1.09
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50.contigs__.RAST	f__Flavobacteriaceae	53	548	298	91	426	31	0	0	0	83.36	6.3
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51.contigs__.RAST	c__Deltaproteobacteria	83	247	155	12	231	4	0	0	0	96.77	2.58
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6.contigs__.RAST	c__Gammaproteobacteria	119	544	284	84	357	95	6	0	2	83.05	22.7
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10.contigs__.RAST	c__Gammaproteobacteria	67	481	276	31	433	17	0	0	0	96.03	4.56
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14.contigs__.RAST	k__Bacteria	924	163	110	33	117	13	0	0	0	78.26	4.98
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17.contigs__.RAST	k__Bacteria	901	171	117	9	159	3	0	0	0	93.16	2.56
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10.contigs__.RAST	k__Bacteria	2258	188	117	11	172	5	0	0	0	92.71	3.85
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25.contigs__.RAST	k__Bacteria	5449	104	58	0	84	19	1	0	0	100.0	10.27
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37.contigs__.RAST	p__Actinobacteria	732	199	116	5	192	2	0	0	0	97.41	0.86
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51.contigs__.RAST	c__Gammaproteobacteria	67	481	276	42	415	22	2	0	0	89.25	6.86
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59.contigs__.RAST	k__Bacteria	433	265	177	29	218	18	0	0	0	89.54	6.16
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.16.contigs__.RAST	k__Archaea	207	145	103	23	118	4	0	0	0	85.44	2.91
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7.contigs__.RAST	s__algicola	47	571	303	18	526	26	1	0	0	97.11	5.42
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62.contigs__.RAST	o__Actinomycetales	580	286	171	45	189	51	1	0	0	83.18	20.42
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78.contigs__.RAST	s__algicola	47	571	303	87	427	54	3	0	0	85.6	12.5
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16.contigs__.RAST	c__Gammaproteobacteria	263	503	230	61	413	29	0	0	0	87.98	6.39
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20.contigs__.RAST	o__Oceanospirillales	43	529	233	27	482	20	0	0	0	93.35	3.84
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22.contigs__.RAST	c__Alphaproteobacteria	564	347	229	3	332	12	0	0	0	99.55	1.85
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49.contigs__.RAST	k__Bacteria	901	171	117	29	140	2	0	0	0	77.78	1.28
Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4.contigs__.RAST	k__Bacteria	2258	188	117	26	154	7	1	0	0	84.52	6.2
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11.contigs__.RAST	k__Bacteria	433	270	179	5	257	8	0	0	0	98.23	2.27
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37.contigs__.RAST	c__Gammaproteobacteria	119	544	284	81	454	8	1	0	0	83.82	2.53
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47.contigs__.RAST	p__Bacteroidetes	350	316	210	46	256	14	0	0	0	86.49	4.29
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54.contigs__.RAST	c__Gammaproteobacteria	1164	275	174	22	232	21	0	0	0	88.76	5.12
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6.contigs__.RAST	c__Deltaproteobacteria	83	247	155	9	222	16	0	0	0	95.55	6.37
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59.contigs__.RAST	s__algicola	47	571	303	32	441	96	1	1	0	92.24	20.29
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69.contigs__.RAST	o__Actinomycetales	69	400	198	64	332	4	0	0	0	86.63	0.93
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80.contigs__.RAST	s__algicola	47	571	303	57	413	101	0	0	0	86.81	19.19
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029.contigs__.RAST	o__Actinomycetales	580	286	171	33	193	59	1	0	0	84.65	24.16
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10.contigs__.RAST	c__Gammaproteobacteria	52	693	297	17	657	15	1	3	0	96.56	3.88
