#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/401/1.f:DMFJNH_18085 -           1109 GH121.hmm            -           1392   1.6e-27   99.8   9.2   1   1   5.6e-30   2.6e-26   95.8   9.2   308   782   652  1105   630  1108 0.82 [190263/401/1]
190263/504/1.f:DOAHDM_19170 -           1109 GH121.hmm            -           1392   1.6e-27   99.8   9.2   1   1   5.6e-30   2.6e-26   95.8   9.2   308   782   652  1105   630  1108 0.82 [190263/504/1]
190263/573/1.f:LIDFCI_06980 -           1106 GH121.hmm            -           1392   2.1e-27   99.4   8.6   1   1   7.4e-30   3.5e-26   95.4   8.6   308   782   649  1102   625  1105 0.82 [190263/573/1]
190263/475/1.f:MCKEEP_17290 -           1106 GH121.hmm            -           1392   2.3e-27   99.3   9.5   1   1   7.7e-30   3.6e-26   95.3   9.5   308   782   649  1102   625  1105 0.82 [190263/475/1]
190263/456/1.f:LKAJBD_05065 -           1110 GH121.hmm            -           1392   3.4e-27   98.7  11.3   1   1     2e-26   9.2e-23   84.0   0.9   494   780   821  1106   805  1109 0.83 [190263/456/1]
190263/595/1.f:HGDLEC_06030 -           1129 GH121.hmm            -           1392   2.8e-25   92.4  20.3   1   1   1.8e-28   8.4e-25   90.8  20.3   293   771   639  1117   627  1125 0.74 [190263/595/1]
190263/405/1.f:EHKDKA_15870 -           1107 GH121.hmm            -           1392     4e-25   91.9  12.7   1   1   8.8e-28   4.1e-24   88.5  12.7   306   781   648  1102   623  1105 0.81 [190263/405/1]
190263/429/1.f:OMPHBF_00645 -           2222 GH121.hmm            -           1392     7e-25   91.0  16.4   1   1   2.4e-24   1.1e-20   77.1   3.7  1090  1313  1788  2016  1780  2035 0.82 [190263/429/1]
190263/375/1.f:CNGHJF_13215 -           1579 GH121.hmm            -           1392   2.6e-24   89.2   0.0   1   1   3.5e-17   1.6e-13   53.4   0.0  1219  1386   635   796   626   799 0.91 [190263/375/1]
190263/502/1.f:NONHGB_01695 -            801 GH121.hmm            -           1392   5.2e-24   88.2   4.4   1   1   1.1e-27   5.3e-24   88.1   1.2  1077  1230   648   800   608   801 0.88 [190263/502/1]
190263/405/1.f:EHKDKA_01820 -            801 GH121.hmm            -           1392   7.4e-24   87.6   2.2   1   1   1.6e-27   7.4e-24   87.6   2.2  1076  1230   647   800   607   801 0.88 [190263/405/1]
190263/595/1.f:HGDLEC_06260 -            825 GH121.hmm            -           1392   2.2e-23   86.1   2.2   1   1   9.2e-27   4.4e-23   85.1   0.2  1078  1230   673   824   633   825 0.88 [190263/595/1]
190263/388/1.f:FDDJJK_05825 -            801 GH121.hmm            -           1392   1.5e-21   80.0   3.2   1   1   3.2e-25   1.5e-21   80.0   3.2  1079  1230   650   800   622   801 0.88 [190263/388/1]
190263/391/1.f:NONBJF_06475 -            801 GH121.hmm            -           1392   1.6e-21   79.9   3.5   1   1   3.3e-25   1.6e-21   79.9   3.5  1079  1230   650   800   622   801 0.88 [190263/391/1]
190263/534/1.f:OHCFJE_06605 -            801 GH121.hmm            -           1392   1.6e-21   79.9   3.5   1   1   3.3e-25   1.6e-21   79.9   3.5  1079  1230   650   800   622   801 0.88 [190263/534/1]
190263/545/1.f:NCJBIN_06340 -            801 GH121.hmm            -           1392   2.1e-21   79.5   3.4   1   1   4.4e-25   2.1e-21   79.5   3.4  1079  1230   650   800   622   801 0.88 [190263/545/1]
190263/526/1.f:GBBCGM_18785 -            800 GH121.hmm            -           1392   2.9e-21   79.1   0.8   1   1   1.1e-24   5.1e-21   78.3   0.8  1071  1230   641   799   616   800 0.87 [190263/526/1]
190263/399/1.f:CDLIDF_06490 -            802 GH121.hmm            -           1392     3e-21   79.0   5.1   1   1   1.7e-24   7.8e-21   77.6   2.8  1078  1230   650   801   625   802 0.86 [190263/399/1]
190263/458/1.f:AMPCAI_10265 -           1691 GH121.hmm            -           1392     5e-21   78.3  43.3   1   1   2.5e-16   1.2e-12   50.5   7.8   831  1020    22   208    11   216 0.79 [190263/458/1]
190263/437/1.f:LBKKEJ_18165 -            267 GH121.hmm            -           1392   1.9e-20   76.4   2.2   1   1   4.8e-24   2.2e-20   76.1   2.2  1080  1230   117   266    98   267 0.84 [190263/437/1]
190263/365/1.f:JJMMAK_00640 -            518 GH121.hmm            -           1392   1.1e-18   70.6   5.0   1   1   9.7e-18   4.6e-14   55.2   2.7   500   779   222   514   216   517 0.75 [190263/365/1]
190263/516/1.f:MGNFBC_17205 -            515 GH121.hmm            -           1392   1.6e-17   66.7   8.0   1   1   4.5e-17   2.1e-13   53.0   2.2   500   780   223   512   212   514 0.74 [190263/516/1]
190263/526/1.f:GBBCGM_18805 -            796 GH121.hmm            -           1392   4.2e-16   62.0   1.8   1   1   1.2e-19   5.4e-16   61.6   1.8  1092  1230   661   795   628   796 0.76 [190263/526/1]
190263/437/1.f:LBKKEJ_08000 -            593 GH121.hmm            -           1392   1.3e-15   60.4   0.0   1   1   3.7e-19   1.7e-15   59.9   0.0  1099  1229   457   588   435   593 0.84 [190263/437/1]
190263/497/1.f:HENFFC_04035 -            816 GH121.hmm            -           1392   1.3e-15   60.3   2.6   1   1   3.5e-19   1.6e-15   60.0   2.6  1110  1230   694   815   637   816 0.85 [190263/497/1]
190263/595/1.f:HGDLEC_06250 -            813 GH121.hmm            -           1392   4.1e-15   58.7   1.7   1   1   1.5e-18   6.9e-15   57.9   1.7  1106  1230   685   811   640   813 0.80 [190263/595/1]
190263/502/1.f:NONHGB_01675 -            812 GH121.hmm            -           1392   2.2e-14   56.2   2.7   1   1   6.1e-18   2.9e-14   55.9   2.7  1092  1230   675   811   588   812 0.73 [190263/502/1]
190263/429/1.f:OMPHBF_13125 -           2224 GH121.hmm            -           1392   2.8e-14   55.9   1.6   1   1   5.9e-18   2.8e-14   55.9   1.6   880  1022  1547  1692  1476  1709 0.80 [190263/429/1]
190263/409/1.f:AJJCMD_17565 -            491 GH121.hmm            -           1392   5.5e-14   54.9   7.0   1   1   6.2e-16   2.9e-12   49.2   7.0   285   764     7   491     2   491 0.75 [190263/409/1]
190263/399/1.f:CDLIDF_06440 -            821 GH121.hmm            -           1392   2.1e-13   53.0   6.6   1   1   5.8e-17   2.7e-13   52.6   6.6  1023  1230   612   820   601   821 0.75 [190263/399/1]
190263/388/1.f:FDDJJK_05860 -            811 GH121.hmm            -           1392   2.2e-13   53.0   3.6   1   1     7e-17   3.3e-13   52.4   3.6  1073  1230   653   810   589   811 0.69 [190263/388/1]
190263/545/1.f:NCJBIN_06385 -            810 GH121.hmm            -           1392   3.4e-13   52.3   3.6   1   1   1.1e-16   5.2e-13   51.7   3.6  1073  1230   652   809   588   810 0.69 [190263/545/1]
190263/405/1.f:EHKDKA_01800 -            820 GH121.hmm            -           1392   4.5e-13   51.9   3.0   1   1   9.7e-17   4.5e-13   51.9   3.0  1091  1230   682   819   585   820 0.76 [190263/405/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/GH121/GH121.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/GH121/GH121-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/GH121/GH121.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 18:55:50 2024
# [ok]
