#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/562/1.f:KJGNCK_18340 -           1099 GH106.hmm            -            824  1.2e-262  878.3   8.7   3   3   1.4e-88   5.5e-86  293.9   1.1   553   822   819  1095   816  1096 0.92 [190263/562/1]
190263/405/1.f:EHKDKA_15795 -           1095 GH106.hmm            -            824  1.9e-262  877.5   3.0   1   3   1.1e-44   4.4e-42  148.7   0.5     2   157    31   179    29   211 0.93 [190263/405/1]
190263/405/1.f:EHKDKA_15795 -           1095 GH106.hmm            -            824  1.9e-262  877.5   3.0   2   3  3.4e-116  1.4e-113  385.2   0.0    93   471   360   729   341   742 0.94 [190263/405/1]
190263/405/1.f:EHKDKA_15795 -           1095 GH106.hmm            -            824  1.9e-262  877.5   3.0   3   3   5.8e-88   2.4e-85  291.8   0.4   553   823   816  1091   810  1092 0.92 [190263/405/1]
190263/585/1.f:DLBDDB_14185 -           1088 GH106.hmm            -            824    9e-261  872.0   7.4   1   3   1.7e-47   7.1e-45  157.9   0.8     2   157    31   179    29   190 0.96 [190263/585/1]
190263/585/1.f:DLBDDB_14185 -           1088 GH106.hmm            -            824    9e-261  872.0   7.4   2   3  1.3e-124  5.4e-122  413.0   0.0    94   501   361   815   343   820 0.92 [190263/585/1]
190263/585/1.f:DLBDDB_14185 -           1088 GH106.hmm            -            824    9e-261  872.0   7.4   3   3   5.2e-90   2.1e-87  298.6   0.4   553   821   819  1085   815  1087 0.92 [190263/585/1]
190263/379/1.f:LOJHAC_19540 -           1072 GH106.hmm            -            824  4.6e-260  869.7   0.0   1   2   4.3e-32   1.7e-29  107.0   0.0     3   156    35   177    32   201 0.92 [190263/379/1]
190263/379/1.f:LOJHAC_19540 -           1072 GH106.hmm            -            824  4.6e-260  869.7   0.0   2   2  9.4e-230  3.8e-227  760.8   0.0    93   823   336  1068   286  1069 0.95 [190263/379/1]
190263/497/1.f:HENFFC_14785 -           1075 GH106.hmm            -            824  1.1e-259  868.4   0.0   1   2   2.4e-33   9.6e-31  111.1   0.3     2   161    28   176    26   194 0.89 [190263/497/1]
190263/497/1.f:HENFFC_14785 -           1075 GH106.hmm            -            824  1.1e-259  868.4   0.0   2   2  5.2e-228  2.1e-225  755.0   0.0    91   822   342  1071   326  1073 0.97 [190263/497/1]
190263/502/1.f:NONHGB_13535 -           1049 GH106.hmm            -            824  6.7e-258  862.5   0.0   1   2   1.9e-32   7.9e-30  108.1   0.2     3   165    32   181    29   197 0.89 [190263/502/1]
190263/502/1.f:NONHGB_13535 -           1049 GH106.hmm            -            824  6.7e-258  862.5   0.0   2   2  3.4e-227  1.4e-224  752.3   0.0    87   823   321  1042   317  1043 0.97 [190263/502/1]
190263/556/1.f:EMIPPF_06045 -           1080 GH106.hmm            -            824  1.3e-257  861.6   0.0   1   2   3.8e-35   1.6e-32  117.1   0.3     2   165    32   184    30   199 0.92 [190263/556/1]
190263/556/1.f:EMIPPF_06045 -           1080 GH106.hmm            -            824  1.3e-257  861.6   0.0   2   2  3.3e-224  1.3e-221  742.5   0.0    94   822   358  1074   231  1076 0.95 [190263/556/1]
190263/388/1.f:FDDJJK_13895 -           1076 GH106.hmm            -            824  1.6e-257  861.3   1.5   1   3   4.2e-42   1.7e-39  140.1   0.7     2   157    25   174    23   206 0.90 [190263/388/1]
190263/388/1.f:FDDJJK_13895 -           1076 GH106.hmm            -            824  1.6e-257  861.3   1.5   2   3    3e-129  1.2e-126  428.3   0.0    95   507   359   810   337   815 0.92 [190263/388/1]
190263/388/1.f:FDDJJK_13895 -           1076 GH106.hmm            -            824  1.6e-257  861.3   1.5   3   3   2.4e-84   9.6e-82  279.8   0.1   552   823   809  1072   804  1073 0.95 [190263/388/1]
190263/365/1.f:JJMMAK_13630 -           1075 GH106.hmm            -            824  5.1e-257  859.6   0.0   1   2     2e-33     8e-31  111.4   0.5     2   173    28   186    26   199 0.90 [190263/365/1]
190263/365/1.f:JJMMAK_13630 -           1075 GH106.hmm            -            824  5.1e-257  859.6   0.0   2   2  3.2e-225  1.3e-222  745.8   0.0    91   822   342  1071   327  1073 0.97 [190263/365/1]
190263/545/1.f:NCJBIN_15395 -           1076 GH106.hmm            -            824  9.1e-256  855.5   1.7   1   3   1.7e-41   6.8e-39  138.1   0.4     2   156    25   173    23   205 0.91 [190263/545/1]
190263/545/1.f:NCJBIN_15395 -           1076 GH106.hmm            -            824  9.1e-256  855.5   1.7   2   3  2.2e-117  8.9e-115  389.1   0.0    95   468   359   720   336   727 0.94 [190263/545/1]
190263/545/1.f:NCJBIN_15395 -           1076 GH106.hmm            -            824  9.1e-256  855.5   1.7   3   3   8.5e-84   3.4e-81  278.0   0.1   552   823   809  1072   804  1073 0.96 [190263/545/1]
190263/391/1.f:NONBJF_14875 -           1076 GH106.hmm            -            824  1.1e-255  855.2   1.9   1   3   1.8e-41   7.2e-39  138.0   0.4     2   156    25   173    23   203 0.91 [190263/391/1]
190263/391/1.f:NONBJF_14875 -           1076 GH106.hmm            -            824  1.1e-255  855.2   1.9   2   3  1.2e-128  4.7e-126  426.4   0.0    95   506   359   809   335   814 0.92 [190263/391/1]
190263/391/1.f:NONBJF_14875 -           1076 GH106.hmm            -            824  1.1e-255  855.2   1.9   3   3   1.5e-84     6e-82  280.5   0.2   543   823   800  1072   790  1073 0.95 [190263/391/1]
190263/534/1.f:OHCFJE_14435 -           1076 GH106.hmm            -            824  2.2e-255  854.2   1.8   1   3   1.7e-41   6.8e-39  138.1   0.4     2   156    25   173    23   205 0.91 [190263/534/1]
190263/534/1.f:OHCFJE_14435 -           1076 GH106.hmm            -            824  2.2e-255  854.2   1.8   2   3  2.3e-117  9.3e-115  389.0   0.0    95   460   359   712   336   725 0.94 [190263/534/1]
190263/534/1.f:OHCFJE_14435 -           1076 GH106.hmm            -            824  2.2e-255  854.2   1.8   3   3   8.5e-84   3.4e-81  278.0   0.1   552   823   809  1072   804  1073 0.96 [190263/534/1]
190263/552/1.f:EMALNL_00400 -           1080 GH106.hmm            -            824    4e-255  853.4   0.0   1   2   1.3e-35   5.1e-33  118.7   0.1     2   163    31   181    29   195 0.94 [190263/552/1]
190263/552/1.f:EMALNL_00400 -           1080 GH106.hmm            -            824    4e-255  853.4   0.0   2   2    3e-221  1.2e-218  732.7   0.0    90   822   342  1075   330  1077 0.96 [190263/552/1]
190263/497/1.f:HENFFC_13465 -            985 GH106.hmm            -            824  2.1e-254  851.0   0.0   1   2   7.9e-35   3.2e-32  116.0   0.2     2   164    38   194    36   208 0.95 [190263/497/1]
190263/497/1.f:HENFFC_13465 -            985 GH106.hmm            -            824  2.1e-254  851.0   0.0   2   2  2.2e-221  8.8e-219  733.1   0.0    94   823   240   979   200   980 0.95 [190263/497/1]
190263/556/1.f:EMIPPF_08955 -           1079 GH106.hmm            -            824  1.1e-252  845.2   0.0   1   2   3.1e-32   1.2e-29  107.5   0.0     2   160    32   179    30   194 0.93 [190263/556/1]
190263/556/1.f:EMIPPF_08955 -           1079 GH106.hmm            -            824  1.1e-252  845.2   0.0   2   2  3.3e-222  1.3e-219  735.8   0.0    94   822   360  1074   331  1076 0.96 [190263/556/1]
190263/366/1.f:DBJPFP_01410 -           1069 GH106.hmm            -            824    6e-249  832.9   0.0   1   2   1.6e-29   6.6e-27   98.5   0.0     2   149    25   166    23   172 0.91 [190263/366/1]
190263/366/1.f:DBJPFP_01410 -           1069 GH106.hmm            -            824    6e-249  832.9   0.0   2   2  3.2e-221  1.3e-218  732.6   0.0    94   823   349  1065   315  1066 0.96 [190263/366/1]
190263/368/1.f:HPMDBE_01285 -            962 GH106.hmm            -            824  2.8e-242  810.9   0.0   1   2   6.3e-36   2.6e-33  119.7   1.1     2   165    20   174    18   180 0.93 [190263/368/1]
190263/368/1.f:HPMDBE_01285 -            962 GH106.hmm            -            824  2.8e-242  810.9   0.0   2   2    6e-208  2.4e-205  688.7   0.0    96   823   177   949   174   950 0.94 [190263/368/1]
190263/564/1.f:KIHMBJ_05715 -           1033 GH106.hmm            -            824  3.4e-237  794.0   0.0   1   2   7.8e-31   3.2e-28  102.8   0.0     2   145    64   196    62   233 0.91 [190263/564/1]
190263/564/1.f:KIHMBJ_05715 -           1033 GH106.hmm            -            824  3.4e-237  794.0   0.0   2   2  9.7e-208  3.9e-205  688.0   0.0    94   822   276  1029   249  1030 0.93 [190263/564/1]
190263/399/1.f:CDLIDF_03470 -           1071 GH106.hmm            -            824  1.1e-236  792.4   0.0   1   2   9.1e-32   3.7e-29  105.9   0.0     2   140    30   158    28   185 0.88 [190263/399/1]
190263/399/1.f:CDLIDF_03470 -           1071 GH106.hmm            -            824  1.1e-236  792.4   0.0   2   2    1e-206  4.2e-204  684.6   0.0    68   819   323  1063   298  1068 0.95 [190263/399/1]
190263/456/1.f:LKAJBD_05135 -           1102 GH106.hmm            -            824  1.5e-236  791.9   0.0   1   3   1.9e-38   7.6e-36  128.0   0.2     8   155    35   175    29   182 0.93 [190263/456/1]
190263/456/1.f:LKAJBD_05135 -           1102 GH106.hmm            -            824  1.5e-236  791.9   0.0   2   3  2.2e-109  8.8e-107  362.7   0.0   105   457   368   712   343   730 0.92 [190263/456/1]
190263/456/1.f:LKAJBD_05135 -           1102 GH106.hmm            -            824  1.5e-236  791.9   0.0   3   3   1.2e-77   4.7e-75  257.7   0.0   543   823   803  1099   791  1100 0.89 [190263/456/1]
190263/564/1.f:KIHMBJ_05980 -           1124 GH106.hmm            -            824  6.2e-234  783.3   0.0   1   2   3.5e-35   1.4e-32  117.2   0.0     2   162    29   180    28   199 0.93 [190263/564/1]
190263/564/1.f:KIHMBJ_05980 -           1124 GH106.hmm            -            824  6.2e-234  783.3   0.0   2   2  2.1e-198  8.6e-196  657.1   0.0    93   822   341  1118   322  1120 0.93 [190263/564/1]
190263/556/1.f:EMIPPF_04455 -           1050 GH106.hmm            -            824  3.7e-233  780.7   0.0   1   2  1.1e-182  4.5e-180  605.1   0.0     2   655    37   811    36   834 0.95 [190263/556/1]
190263/556/1.f:EMIPPF_04455 -           1050 GH106.hmm            -            824  3.7e-233  780.7   0.0   2   2   7.1e-49   2.9e-46  162.5   0.0   663   822   874  1036   845  1038 0.92 [190263/556/1]
190263/595/1.f:HGDLEC_07055 -            817 GH106.hmm            -            824  2.5e-232  777.9   0.1   1   2  2.2e-167    9e-165  554.5   0.1     3   502    21   532    18   542 0.95 [190263/595/1]
190263/595/1.f:HGDLEC_07055 -            817 GH106.hmm            -            824  2.5e-232  777.9   0.1   2   2   6.6e-67   2.7e-64  222.1   0.0   560   823   540   815   534   816 0.91 [190263/595/1]
190263/562/1.f:KJGNCK_03870 -           1092 GH106.hmm            -            824  4.3e-232  777.2   0.1   1   2   1.5e-37   6.2e-35  125.0   1.5     3   156    38   183    35   199 0.94 [190263/562/1]
190263/562/1.f:KJGNCK_03870 -           1092 GH106.hmm            -            824  4.3e-232  777.2   0.1   2   2  6.8e-196  2.7e-193  648.8   0.0    92   823   371  1090   347  1091 0.93 [190263/562/1]
190263/399/1.f:CDLIDF_03475 -           1009 GH106.hmm            -            824  6.2e-227  760.1   0.0   1   2     2e-31   8.2e-29  104.7   0.0     2   141    36   164    34   193 0.94 [190263/399/1]
190263/399/1.f:CDLIDF_03475 -           1009 GH106.hmm            -            824  6.2e-227  760.1   0.0   2   2  3.7e-197  1.5e-194  653.0   0.0    94   823   245  1005   218  1006 0.91 [190263/399/1]
190263/399/1.f:CDLIDF_03450 -           1008 GH106.hmm            -            824  6.7e-226  756.7   0.0   1   2   2.3e-21   9.3e-19   71.5   0.0    38   165     1   114     1   132 0.87 [190263/399/1]
190263/399/1.f:CDLIDF_03450 -           1008 GH106.hmm            -            824  6.7e-226  756.7   0.0   2   2  2.4e-206  9.9e-204  683.3   0.0    63   823   265  1004   238  1005 0.94 [190263/399/1]
190263/552/1.f:EMALNL_04480 -           1094 GH106.hmm            -            824  2.7e-222  744.7   0.0   1   2   2.5e-30     1e-27  101.2   0.4     2   160    34   178    32   211 0.90 [190263/552/1]
190263/552/1.f:EMALNL_04480 -           1094 GH106.hmm            -            824  2.7e-222  744.7   0.0   2   2  1.6e-193  6.4e-191  641.0   0.0    94   823   376  1092   322  1093 0.94 [190263/552/1]
190263/556/1.f:EMIPPF_09010 -           1088 GH106.hmm            -            824  3.4e-221  741.1   0.0   1   2   1.2e-28   4.7e-26   95.6   0.2     4   157    44   193    42   208 0.90 [190263/556/1]
190263/556/1.f:EMIPPF_09010 -           1088 GH106.hmm            -            824  3.4e-221  741.1   0.0   2   2  3.1e-194  1.3e-191  643.3   0.0    89   822   348  1084   336  1086 0.94 [190263/556/1]
190263/405/1.f:EHKDKA_07320 -           1167 GH106.hmm            -            824  7.7e-219  733.3   0.0   1   3   9.3e-39   3.8e-36  129.0   0.1     2   160    40   187    38   192 0.96 [190263/405/1]
190263/405/1.f:EHKDKA_07320 -           1167 GH106.hmm            -            824  7.7e-219  733.3   0.0   2   3  3.4e-139  1.4e-136  461.3   0.0    98   654   195   739   189   762 0.94 [190263/405/1]
190263/405/1.f:EHKDKA_07320 -           1167 GH106.hmm            -            824  7.7e-219  733.3   0.0   3   3   1.4e-41   5.8e-39  138.3   0.0   656   823   954  1158   938  1159 0.92 [190263/405/1]
190263/556/1.f:EMIPPF_04445 -           1076 GH106.hmm            -            824  2.3e-218  731.8   0.0   1   2     7e-27   2.8e-24   89.7   0.1     5   158    34   182    32   199 0.89 [190263/556/1]
190263/556/1.f:EMIPPF_04445 -           1076 GH106.hmm            -            824  2.3e-218  731.8   0.0   2   2  3.2e-193  1.3e-190  639.9   0.0    90   822   336  1070   317  1072 0.93 [190263/556/1]
190263/391/1.f:NONBJF_09740 -           1108 GH106.hmm            -            824    1e-217  729.6   1.5   1   2   5.8e-29   2.4e-26   96.6   1.5     3   165    43   191    40   208 0.92 [190263/391/1]
190263/391/1.f:NONBJF_09740 -           1108 GH106.hmm            -            824    1e-217  729.6   1.5   2   2  1.6e-190  6.4e-188  631.0   0.0    94   823   384  1100   328  1101 0.94 [190263/391/1]
190263/595/1.f:HGDLEC_05855 -           1098 GH106.hmm            -            824  1.1e-217  729.5   0.0   1   3   3.7e-31   1.5e-28  103.9   0.0    16   160    41   178    37   199 0.94 [190263/595/1]
190263/595/1.f:HGDLEC_05855 -           1098 GH106.hmm            -            824  1.1e-217  729.5   0.0   2   3  2.1e-113  8.4e-111  376.0   0.0   118   501   405   827   388   831 0.93 [190263/595/1]
190263/595/1.f:HGDLEC_05855 -           1098 GH106.hmm            -            824  1.1e-217  729.5   0.0   3   3   1.6e-73   6.3e-71  244.1   0.0   550   822   828  1096   824  1098 0.92 [190263/595/1]
190263/545/1.f:NCJBIN_10550 -           1114 GH106.hmm            -            824  1.3e-216  726.0   0.0   1   2   6.1e-29   2.5e-26   96.6   1.1     3   143    50   178    47   208 0.92 [190263/545/1]
190263/545/1.f:NCJBIN_10550 -           1114 GH106.hmm            -            824  1.3e-216  726.0   0.0   2   2  3.8e-189  1.5e-186  626.5   0.0    94   823   392  1109   348  1110 0.94 [190263/545/1]
190263/391/1.f:NONBJF_09720 -           1114 GH106.hmm            -            824  7.3e-216  723.5   0.0   1   2   6.1e-29   2.5e-26   96.6   1.1     3   143    50   178    47   208 0.92 [190263/391/1]
190263/391/1.f:NONBJF_09720 -           1114 GH106.hmm            -            824  7.3e-216  723.5   0.0   2   2  2.2e-188  9.1e-186  623.9   0.0    94   823   392  1109   348  1110 0.94 [190263/391/1]
190263/534/1.f:OHCFJE_03130 -           1114 GH106.hmm            -            824  7.3e-216  723.5   0.0   1   2   6.1e-29   2.5e-26   96.6   1.1     3   143    50   178    47   208 0.92 [190263/534/1]
190263/534/1.f:OHCFJE_03130 -           1114 GH106.hmm            -            824  7.3e-216  723.5   0.0   2   2  2.2e-188  9.1e-186  623.9   0.0    94   823   392  1109   348  1110 0.94 [190263/534/1]
