#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/513/1.f:MKNBNH_06160 -            800 GH94.hmm             -           1036  1.3e-248  832.2   2.7   1   1  9.2e-252  1.5e-248  832.0   2.7   263  1034     2   796     1   798 0.95 [190263/513/1]
190263/396/1.f:KAAOMA_19840 -            797 GH94.hmm             -           1036  2.9e-246  824.5   1.6   1   1    2e-249  3.3e-246  824.3   1.6   263  1036     2   794     1   794 0.98 [190263/396/1]
190263/514/1.f:MMHOAN_15260 -            804 GH94.hmm             -           1036  3.7e-246  824.1   5.7   1   1  2.5e-249  4.2e-246  823.9   5.7   263  1035     2   800     1   801 0.95 [190263/514/1]
190263/412/1.f:OOIBGL_07410 -            804 GH94.hmm             -           1036  5.2e-246  823.6   6.4   1   1  3.7e-249    6e-246  823.4   6.4   263  1032     2   798     1   802 0.96 [190263/412/1]
190263/532/1.f:BGDBBA_08865 -            798 GH94.hmm             -           1036  4.9e-245  820.4   3.5   1   1  3.4e-248  5.6e-245  820.2   3.5   263  1033     2   793     1   796 0.96 [190263/532/1]
190263/472/1.f:NMGHJI_13960 -            803 GH94.hmm             -           1036  8.2e-245  819.6   0.4   1   1  5.9e-248  9.7e-245  819.4   0.4   263  1034     2   799     1   801 0.96 [190263/472/1]
190263/443/1.f:LNLACP_06855 -            803 GH94.hmm             -           1036  2.5e-244  818.0   0.0   1   1  1.8e-247  2.9e-244  817.8   0.0   263  1033     2   798     1   801 0.95 [190263/443/1]
190263/584/1.f:DDCNLE_02215 -           2541 GH94.hmm             -           1036  7.9e-239  799.8   0.0   1   2   2.4e-44     4e-41  145.3   0.0   120   535  1573  1972  1555  1982 0.87 [190263/584/1]
190263/584/1.f:DDCNLE_02215 -           2541 GH94.hmm             -           1036  7.9e-239  799.8   0.0   2   2  8.9e-183  1.5e-179  603.6   0.0   560  1034  2053  2537  2050  2539 0.97 [190263/584/1]
190263/477/1.f:PCLDCI_01920 -           2432 GH94.hmm             -           1036  8.6e-232  776.5   0.0   1   1  3.8e-219  6.3e-216  724.0   0.0   111  1019  1547  2426  1536  2430 0.92 [190263/477/1]
190263/380/1.f:GDCFAC_08555 -           2399 GH94.hmm             -           1036  4.1e-228  764.4   0.0   1   3   1.2e-19   1.9e-16   63.6   0.0   288   532  1289  1536  1284  1560 0.83 [190263/380/1]
190263/380/1.f:GDCFAC_08555 -           2399 GH94.hmm             -           1036  4.1e-228  764.4   0.0   2   3   1.9e-26   3.2e-23   86.0   0.0   132   392  1586  1846  1580  1857 0.88 [190263/380/1]
190263/380/1.f:GDCFAC_08555 -           2399 GH94.hmm             -           1036  4.1e-228  764.4   0.0   3   3  1.9e-184  3.1e-181  609.1   0.5   541  1034  1897  2395  1893  2397 0.94 [190263/380/1]
190263/567/1.f:NOEGFN_09140 -           2434 GH94.hmm             -           1036  4.3e-205  688.1   0.0   1   1  4.4e-201  7.2e-198  664.2   0.0   129  1020  1565  2420  1544  2431 0.90 [190263/567/1]
190263/520/1.f:GGDGDE_13680 -            778 GH94.hmm             -           1036  1.8e-202  679.4   1.3   1   1  1.3e-205  2.1e-202  679.2   1.3   258  1036     7   773     1   773 0.96 [190263/520/1]
190263/455/1.f:GDGJDA_13170 -            778 GH94.hmm             -           1036  8.9e-201  673.8   1.4   1   1  6.1e-204    1e-200  673.7   1.4   258  1036     7   773     1   773 0.96 [190263/455/1]
190263/495/1.f:ANKNCD_07495 -            771 GH94.hmm             -           1036  3.5e-195  655.3   2.3   1   1  2.4e-198  3.9e-195  655.1   2.3   258  1036     2   768     1   768 0.96 [190263/495/1]
190263/549/1.f:CNBDFB_00400 -           1100 GH94.hmm             -           1036  9.2e-168  564.5   5.4   1   1  6.6e-170  1.1e-166  561.0   4.0    36  1019    99  1066    93  1083 0.89 [190263/549/1]
190263/423/1.f:PDNKFB_15705 -            900 GH94.hmm             -           1036  7.2e-162  545.0   0.9   1   1  5.3e-165  8.6e-162  544.8   0.9   371  1035   118   896    49   897 0.92 [190263/423/1]
190263/495/1.f:ANKNCD_12655 -            907 GH94.hmm             -           1036  2.5e-161  543.2   8.0   1   1  1.9e-164  3.2e-161  542.9   8.0   345  1035    80   897    49   898 0.90 [190263/495/1]
190263/478/1.f:BOCJFA_15695 -            899 GH94.hmm             -           1036  5.6e-158  532.2   5.7   1   1  4.1e-161  6.7e-158  531.9   5.7   298  1022    34   872     1   889 0.89 [190263/478/1]
190263/514/1.f:MMHOAN_15255 -            899 GH94.hmm             -           1036  9.1e-158  531.4   5.1   1   1  6.4e-161    1e-157  531.2   5.1   314  1034    49   894     5   896 0.88 [190263/514/1]
190263/520/1.f:GGDGDE_11735 -            902 GH94.hmm             -           1036  1.1e-157  531.1   2.9   1   1  9.1e-161  1.5e-157  530.7   2.9   365  1017   112   868    28   896 0.89 [190263/520/1]
190263/472/1.f:NMGHJI_13955 -            900 GH94.hmm             -           1036  2.4e-155  523.4   5.0   1   1  1.9e-158  3.2e-155  523.0   5.0   371  1012   119   861    93   879 0.92 [190263/472/1]
190263/375/1.f:CNGHJF_08245 -            956 GH94.hmm             -           1036  5.2e-155  522.3   0.4   1   1  4.2e-158    7e-155  521.9   0.4   294  1019    86   927    68   948 0.91 [190263/375/1]
190263/443/1.f:LNLACP_06850 -            897 GH94.hmm             -           1036  6.9e-154  518.6   0.0   1   1  5.6e-157  9.2e-154  518.2   0.0   372  1009   119   855    89   869 0.92 [190263/443/1]
190263/439/1.f:KGLJGB_05615 -            898 GH94.hmm             -           1036  1.6e-152  514.1   7.8   1   1  1.2e-155    2e-152  513.8   7.8   368  1021   115   876    28   892 0.89 [190263/439/1]
190263/443/1.f:LNLACP_06770 -            883 GH94.hmm             -           1036  1.1e-116  395.4   0.0   1   1    9e-120  1.5e-116  395.0   0.0   373  1019   120   852   112   863 0.91 [190263/443/1]
190263/375/1.f:CNGHJF_09070 -           2049 GH94.hmm             -           1036   3.7e-74  254.6   0.0   1   2   3.3e-32   5.4e-29  105.1   0.2   283   418  1591  1725  1537  1777 0.86 [190263/375/1]
190263/375/1.f:CNGHJF_09070 -           2049 GH94.hmm             -           1036   3.7e-74  254.6   0.0   2   2   6.4e-45     1e-41  147.2   0.0     1   251  1782  2032  1782  2044 0.98 [190263/375/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/GH94/GH94.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/GH94/GH94-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/GH94/GH94.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 18:54:49 2024
# [ok]
