#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   1   6     4e-19   2.2e-15   61.8  10.9     5   172   640   807   636   809 0.80 [190263/512/1]
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   2   6   4.6e-23   2.6e-19   74.6   2.4     4   137   785   919   782   926 0.86 [190263/512/1]
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   3   6   1.9e-21   1.1e-17   69.4   8.9     4   145   929  1077   925  1089 0.84 [190263/512/1]
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   4   6   3.4e-16   1.9e-12   52.2   1.5    17   121  1036  1153  1025  1155 0.80 [190263/512/1]
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   5   6   3.6e-21     2e-17   68.5   3.0     5   140  1076  1218  1073  1222 0.86 [190263/512/1]
190263/512/1.f:JBCLGH_04560 -           1414 CBM13.hmm            -            188  1.4e-115  388.6  75.7   6   6   3.1e-26   1.8e-22   85.0   8.6     6   152  1224  1377  1222  1402 0.81 [190263/512/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   1   6     7e-22   3.9e-18   70.8   9.2     5   169   129   300   126   301 0.88 [190263/455/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   2   6   1.4e-19   7.5e-16   63.3   7.1    46   136   281   374   280   377 0.92 [190263/455/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   3   6   2.7e-16   1.5e-12   52.6   1.7    38   133   366   476   365   477 0.84 [190263/455/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   4   6   1.1e-27   6.2e-24   89.7   7.6    12   141   441   576   434   582 0.87 [190263/455/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   5   6   7.5e-16   4.2e-12   51.1   3.0    45   136   582   673   576   678 0.88 [190263/455/1]
190263/455/1.f:GDGJDA_10890 -           1049 CBM13.hmm            -            188  1.7e-111  375.2 101.5   6   6     4e-23   2.2e-19   74.8   7.6    23   141   692   824   673   830 0.81 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   1   7   1.8e-16     1e-12   53.1   2.1    58   140   137   221   121   226 0.83 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   2   7   1.4e-16     8e-13   53.5   0.9    48   136   220   330   214   332 0.85 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   3   7   1.4e-23   7.9e-20   76.3   6.0     5   149   285   438   281   447 0.84 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   4   7   1.7e-17   9.6e-14   56.5   1.4     4   146   439   589   436   596 0.84 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   5   7   1.7e-16   9.5e-13   53.2   3.5     4   133   534   672   531   676 0.80 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   6   7   6.6e-21   3.7e-17   67.6   9.5     6   136   637   772   635   774 0.84 [190263/455/1]
190263/455/1.f:GDGJDA_05355 -           1061 CBM13.hmm            -            188  1.1e-108  366.0  82.9   7   7   1.2e-18   6.7e-15   60.2   3.5    46   135   774   866   771   882 0.54 [190263/455/1]
190263/429/1.f:OMPHBF_01355 -           2488 CBM13.hmm            -            188   5.5e-49  171.4  16.5   1   1   6.6e-18   3.7e-14   57.8   0.0     7   137  1425  1565  1424  1574 0.83 [190263/429/1]
190263/455/1.f:GDGJDA_15315 -           2507 CBM13.hmm            -            188   1.7e-45  160.0  27.2   1   2   1.9e-19     1e-15   62.9   2.9     6   138  1249  1392  1244  1404 0.82 [190263/455/1]
190263/455/1.f:GDGJDA_15315 -           2507 CBM13.hmm            -            188   1.7e-45  160.0  27.2   2   2   4.3e-21   2.4e-17   68.2   1.6     5   137  1414  1557  1409  1566 0.73 [190263/455/1]
190263/412/1.f:OOIBGL_18190 -            917 CBM13.hmm            -            188   2.7e-39  139.8  25.7   1   2   1.8e-22   9.9e-19   72.7   3.5     6   134   576   713   571   719 0.86 [190263/412/1]
190263/412/1.f:OOIBGL_18190 -            917 CBM13.hmm            -            188   2.7e-39  139.8  25.7   2   2   4.3e-20   2.4e-16   64.9   4.3     3   137   720   851   718   869 0.82 [190263/412/1]
190263/412/1.f:OOIBGL_10915 -            915 CBM13.hmm            -            188   1.6e-33  121.0  31.1   1   2   1.2e-19   6.5e-16   63.5   8.2     4   134   541   673   538   679 0.85 [190263/412/1]
190263/412/1.f:OOIBGL_10915 -            915 CBM13.hmm            -            188   1.6e-33  121.0  31.1   2   2   2.1e-21   1.1e-17   69.3   6.4     4   158   681   837   677   850 0.83 [190263/412/1]
190263/429/1.f:OMPHBF_00625 -           2487 CBM13.hmm            -            188   1.5e-31  114.5   0.0   1   1   3.8e-16   2.1e-12   52.1   0.0    47   135  1423  1515  1407  1520 0.86 [190263/429/1]
190263/477/1.f:PCLDCI_02560 -            208 CBM13.hmm            -            188   2.3e-31  113.9  12.1   1   2   4.5e-21   2.5e-17   68.1   4.6    48   135    16   106     6   107 0.89 [190263/477/1]
190263/477/1.f:PCLDCI_02560 -            208 CBM13.hmm            -            188   2.3e-31  113.9  12.1   2   2   9.3e-18   5.2e-14   57.3   0.8    59   144    74   162    74   185 0.84 [190263/477/1]
190263/514/1.f:MMHOAN_14340 -           2355 CBM13.hmm            -            188   1.3e-29  108.2  14.7   1   1   3.1e-16   1.7e-12   52.4   3.7    38   133  1322  1435  1320  1439 0.82 [190263/514/1]
190263/443/1.f:LNLACP_04440 -            197 CBM13.hmm            -            188   2.1e-28  104.3  14.8   1   1   6.7e-22   3.7e-18   70.8   2.7    44   133    10   100     3   102 0.88 [190263/443/1]
190263/567/1.f:NOEGFN_10310 -            228 CBM13.hmm            -            188   4.5e-27   99.9   0.2   1   1   1.1e-30   6.1e-27   99.5   0.2     7   144    16   155    10   179 0.84 [190263/567/1]
190263/390/1.f:OLPOLE_07225 -            252 CBM13.hmm            -            188   1.7e-26   98.0   4.8   1   1   6.9e-30   3.9e-26   96.9   4.8     7   150    11   161     5   169 0.88 [190263/390/1]
190263/396/1.f:KAAOMA_00715 -            981 CBM13.hmm            -            188   2.7e-26   97.4  17.1   1   2   8.2e-17   4.6e-13   54.3   1.5    48   137   579   671   570   680 0.81 [190263/396/1]
190263/396/1.f:KAAOMA_00715 -            981 CBM13.hmm            -            188   2.7e-26   97.4  17.1   2   2   4.6e-16   2.5e-12   51.8   2.1     6   120   626   749   624   785 0.82 [190263/396/1]
190263/412/1.f:OOIBGL_01200 -            518 CBM13.hmm            -            188   1.2e-25   95.3  29.4   1   1   1.5e-22   8.4e-19   73.0  17.6     4   141    41   188    38   214 0.86 [190263/412/1]
190263/443/1.f:LNLACP_12635 -            283 CBM13.hmm            -            188   1.6e-25   94.9  10.5   1   1   1.2e-18   6.9e-15   60.2   3.0    44   132    13   102     5   103 0.85 [190263/443/1]
190263/530/1.f:LBOGMJ_01890 -            197 CBM13.hmm            -            188   1.7e-25   94.8   0.7   1   1   3.9e-29   2.2e-25   94.4   0.7     4   146    13   158    10   175 0.84 [190263/530/1]
190263/396/1.f:KAAOMA_07125 -            709 CBM13.hmm            -            188   3.1e-25   94.0  15.5   1   1   1.1e-25   6.2e-22   83.2   9.1     5   161   454   620   451   640 0.77 [190263/396/1]
190263/396/1.f:KAAOMA_04905 -           1056 CBM13.hmm            -            188   1.2e-23   88.7   4.6   1   1   2.2e-27   1.2e-23   88.7   4.6     5   160   417   583   413   592 0.86 [190263/396/1]
190263/576/1.f:FNMBCG_13820 -            195 CBM13.hmm            -            188   6.4e-23   86.4  10.9   1   1   1.9e-17   1.1e-13   56.3   0.3    49   132    15    99     2   100 0.86 [190263/576/1]
190263/396/1.f:KAAOMA_11855 -            931 CBM13.hmm            -            188   5.9e-22   83.3  18.5   1   1   1.4e-25   7.8e-22   82.8   8.1     5   154   658   818   653   836 0.85 [190263/396/1]
190263/576/1.f:FNMBCG_08180 -            252 CBM13.hmm            -            188   1.9e-20   78.3   0.3   1   1   4.5e-23   2.5e-19   74.7   0.3    13   142    20   156    12   165 0.83 [190263/576/1]
190263/396/1.f:KAAOMA_06280 -           1056 CBM13.hmm            -            188   6.5e-20   76.6   9.1   1   1   1.2e-23   6.5e-20   76.6   9.1     6   162   397   567   393   579 0.79 [190263/396/1]
190263/514/1.f:MMHOAN_07840 -            285 CBM13.hmm            -            188   3.9e-19   74.0   3.9   1   1   6.7e-16   3.7e-12   51.3   4.0    68   168   140   243    79   244 0.85 [190263/514/1]
190263/412/1.f:OOIBGL_17860 -           1028 CBM13.hmm            -            188   3.3e-18   71.0   7.8   1   1   5.9e-22   3.3e-18   71.0   7.8     4   140   391   540   388   553 0.88 [190263/412/1]
190263/507/1.f:KPMKPI_01485 -            510 CBM13.hmm            -            188   4.5e-18   70.6  16.4   1   1   1.8e-20   9.9e-17   66.2  15.7     7   121   374   495   373   507 0.87 [190263/507/1]
190263/396/1.f:KAAOMA_01960 -            190 CBM13.hmm            -            188   6.5e-18   70.1   0.2   1   1   1.7e-21   9.4e-18   69.5   0.2     6   134    54   186    48   189 0.84 [190263/396/1]
190263/396/1.f:KAAOMA_19795 -            758 CBM13.hmm            -            188   7.4e-16   63.3   0.2   1   1   3.6e-19     2e-15   61.9   0.1     4   138   543   674   540   693 0.83 [190263/396/1]
190263/365/1.f:JJMMAK_07200 -           1190 CBM13.hmm            -            188   1.9e-13   55.5   5.0   1   1   7.9e-17   4.4e-13   54.3   5.0     5   144    33   177    29   194 0.82 [190263/365/1]
190263/396/1.f:KAAOMA_17090 -            964 CBM13.hmm            -            188   2.2e-13   55.3   0.2   1   1     1e-16   5.6e-13   54.0   0.2     7   139    49   184    43   210 0.81 [190263/396/1]
190263/497/1.f:HENFFC_08015 -           1194 CBM13.hmm            -            188   3.4e-13   54.7   5.8   1   1   1.3e-16   7.5e-13   53.6   5.8     5   144    33   177    29   190 0.82 [190263/497/1]
190263/405/1.f:EHKDKA_06535 -            940 CBM13.hmm            -            188     9e-13   53.3   0.7   1   1   1.6e-16     9e-13   53.3   0.7     3   131   399   573   397   615 0.75 [190263/405/1]
190263/369/1.f:JCDIFE_04995 -           1195 CBM13.hmm            -            188   1.8e-12   52.3   0.7   1   1   7.5e-16   4.2e-12   51.1   0.7    14   152    36   181    24   188 0.80 [190263/369/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/CBM13/CBM13.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/CBM13/CBM13-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/CBM13/CBM13.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 19:00:20 2024
# [ok]
